,bm
2011-08-09,-0.009346721
2011-08-10,0.020755254
2011-08-11,0.0
2011-08-12,-0.01016536
2011-08-15,0.019607744
2011-08-16,-0.004579206
2011-08-17,-0.007359434000000001
2011-08-18,-0.018534992
2011-08-19,-0.034940507999999995
2011-08-22,0.007827507
2011-08-23,0.034952851
2011-08-24,-0.013133998000000001
2011-08-25,-0.0047533259999999996
2011-08-26,0.013372358999999999
2011-08-29,0.014139012
2011-08-30,0.007434662
2011-08-31,0.006456694
2011-09-01,0.010998678999999999
2011-09-02,0.0
2011-09-05,-0.028105995
2011-09-06,-0.019589491
2011-09-07,0.019031406
2011-09-08,0.002800381
2011-09-09,0.008380214
2011-09-13,-0.027701061000000003
2011-09-14,-0.019942932
2011-09-15,0.024224571
2011-09-16,0.023651621
2011-09-19,-0.01663651
2011-09-20,0.0037592640000000004
2011-09-21,0.003745185
2011-09-22,-0.027982813
2011-09-23,-0.033589938
2011-09-26,-0.020456988
2011-09-27,0.036089777999999996
2011-09-28,0.000979104
2011-09-29,0.008797997
2011-09-30,0.000969615
2011-10-03,-0.026138457
2011-10-04,0.008946671
2011-10-05,-0.009853193
2011-10-06,0.01990249
2011-10-07,0.005852111
2011-10-11,0.02812767
2011-10-12,-0.002829446
2011-10-13,-0.000946682
2011-10-14,-0.006627905
2011-10-17,0.012392945
2011-10-18,-0.010359351
2011-10-19,-0.003805764
2011-10-20,-0.011460908999999998
2011-10-21,0.003864595
2011-10-24,0.03176082
2011-10-25,0.0
2011-10-26,0.009681871
2011-10-27,0.001919313
2011-10-28,0.002870948
2011-10-31,-0.003817805
2011-11-01,0.006706136999999999
2011-11-02,-0.002854557
2011-11-03,-0.018131451
2011-11-04,0.016520845
2011-11-07,0.001913808
2011-11-08,-0.004772882
2011-11-09,0.0009596569999999999
2011-11-10,-0.031608193
2011-11-11,0.006922433
2011-11-14,0.024557421
2011-11-15,-0.005752915999999999
2011-11-16,-0.01253509
2011-11-17,0.0029298270000000003
2011-11-18,-0.02044888
2011-11-21,-0.021271664
2011-11-22,-0.004265896
2011-11-23,-0.023866285
2011-11-24,0.000208083
2011-11-25,-0.008776012
2011-11-28,0.017917306
2011-11-29,0.008904058000000001
2011-11-30,-0.013136028000000001
2011-12-01,0.046172542999999996
2011-12-02,-0.009540603
2011-12-05,-0.003213464
2011-12-06,-0.019532888999999998
2011-12-07,0.010474937
2011-12-08,-0.0069100130000000004
2011-12-09,-0.012690811000000001
2011-12-12,0.011610096
2011-12-13,-0.005122299
2011-12-14,0.000823032
2011-12-15,-0.022432768999999998
2011-12-16,0.004211647
2011-12-19,-0.020126726
2011-12-20,0.005563886999999999
2011-12-21,0.048510105
2011-12-22,-0.002435179
2011-12-23,0.017087867
2011-12-26,-0.00100092
2011-12-27,-0.002001222
2011-12-28,-0.005618863000000001
2011-12-29,0.0008087410000000001
2011-12-30,0.004029873
2012-01-02,-0.015055313
2012-01-03,0.013044964
2012-01-04,0.006036498
2012-01-05,0.002997519
2012-01-06,-0.00298856
2012-01-09,-0.003801923
2012-01-10,0.017869636
2012-01-11,-0.000987101
2012-01-12,0.001973565
2012-01-13,0.001972259
2012-01-16,-0.015734135
2012-01-17,0.009991362
2012-01-18,-0.002967497
2012-01-30,0.027777345
2012-01-31,0.00289589
2012-02-01,0.006735883000000001
2012-02-02,0.011472831000000001
2012-02-03,0.002835675
2012-02-04,0.011310625
2012-02-06,-0.008388094
2012-02-07,0.001878968
2012-02-08,0.021576209
2012-02-09,-0.0009167139999999999
2012-02-10,-0.008272444
2012-02-13,0.004633328
2012-02-14,-0.003691018
2012-02-15,0.016667475
2012-02-16,-0.011838683000000001
2012-02-17,0.00921541
2012-02-20,-0.000914083
2012-02-21,-0.003654888
2012-02-22,0.006420719
2012-02-23,-0.00455731
2012-02-24,0.002747385
2012-02-29,0.022830548
2012-03-01,-0.0017850210000000001
2012-03-02,-0.005366981999999999
2012-03-03,-0.0035957240000000002
2012-03-05,-0.009929836
2012-03-06,-0.00455731
2012-03-07,-0.00366158
2012-03-08,0.005512554
2012-03-09,0.0045722029999999995
2012-03-12,-0.010919528999999999
2012-03-13,0.013800102
2012-03-14,0.01451815
2012-03-15,-0.004471704
2012-03-16,-0.00449179
2012-03-19,-0.002707707
2012-03-20,-0.007241737
2012-03-21,0.0
2012-03-22,0.01367432
2012-03-23,-0.002697971
2012-03-26,-0.016229256
2012-03-27,0.012832059
2012-03-28,0.003618497
2012-03-29,-0.013526348999999998
2012-03-30,0.0036572840000000002
2012-04-02,-0.003643957
2012-04-03,-0.008224697
2012-04-05,-0.011060424
2012-04-06,0.0018632070000000002
2012-04-09,-0.012091978
2012-04-10,0.0
2012-04-11,0.00376501
2012-04-12,0.000938951
2012-04-13,0.011247018999999999
2012-04-16,-0.002780483
2012-04-17,-0.016729412
2012-04-18,0.001889624
2012-04-19,0.000944266
2012-04-20,-0.013194906000000001
2012-04-23,-0.000955989
2012-04-24,0.001913808
2012-04-25,0.005725458
2012-04-26,-0.007592142
2012-04-27,-0.0019113029999999998
2012-04-30,-0.0028737
2012-05-02,0.02497634
2012-05-03,-0.00468544
2012-05-04,0.001882505
2012-05-07,-0.02161675
2012-05-08,0.0
2012-05-09,-0.006722947
2012-05-10,0.0
2012-05-11,-0.010640481
2012-05-14,0.000978418
2012-05-15,0.0
2012-05-16,-0.01953133
2012-05-17,0.011952763
2012-05-18,-0.022243427000000003
2012-05-21,0.005636589
2012-05-22,0.009009434
2012-05-23,-0.018055533999999998
2012-05-24,-0.002223658
2012-05-25,-0.007492386
2012-05-28,0.009385392
2012-05-29,0.024864739
2012-05-30,-0.01183487
2012-05-31,0.000996308
2012-06-01,-0.019940281
2012-06-04,-0.02990724
2012-06-05,0.013002143
